,DATE,MORTGAGE30US,,,Position,Rates
1966,"November 26, 2008",5.97,,,,
1967,"December 4, 2008",5.53,,,,
1968,"December 11, 2008",5.47,,,,
1969,"December 18, 2008",5.19,,,,
1970,"December 24, 2008",5.14,,,,
1971,"December 31, 2008",5.1,,,,
1972,"January 8, 2009",5.01,,,,
1973,"January 15, 2009",4.96,,,,
1974,"January 22, 2009",5.12,,,,
1975,"January 29, 2009",5.1,,,,
1976,"February 5, 2009",5.25,,,,
1977,"February 12, 2009",5.16,,,,
1978,"February 19, 2009",5.04,,,,
1979,"February 26, 2009",5.07,,,,
1980,"March 5, 2009",5.15,,,,
1981,"March 12, 2009",5.03,,,,
1982,"March 19, 2009",4.98,,,,
1983,"March 26, 2009",4.85,,,,
1984,"April 2, 2009",4.78,,,,
1985,"April 9, 2009",4.87,,,,
1986,"April 16, 2009",4.82,,,,
1987,"April 23, 2009",4.8,,,,
1988,"April 30, 2009",4.78,,,,
1989,"May 7, 2009",4.84,,,,
1990,"May 14, 2009",4.86,,,,
1991,"May 21, 2009",4.82,,,,
1992,"May 28, 2009",4.91,,,,
1993,"June 4, 2009",5.29,,,,
1994,"June 11, 2009",5.59,,,,
1995,"June 18, 2009",5.38,,,,
1996,"June 25, 2009",5.42,,,,
1997,"July 2, 2009",5.32,,,,
1998,"July 9, 2009",5.2,,,,
1999,"July 16, 2009",5.14,,,,
2000,"July 23, 2009",5.2,,,,
2001,"July 30, 2009",5.25,,,,
2002,"August 6, 2009",5.22,,,,
2003,"August 13, 2009",5.29,,,,
2004,"August 20, 2009",5.12,,,,
2005,"August 27, 2009",5.14,,,,
2006,"September 3, 2009",5.08,,,,
2007,"September 10, 2009",5.07,,,,
2008,"September 17, 2009",5.04,,,,
2009,"September 24, 2009",5.04,,,,
2010,"October 1, 2009",4.94,,,,
2011,"October 8, 2009",4.87,,,,
2012,"October 15, 2009",4.92,,,,
2013,"October 22, 2009",5,,,,
2014,"October 29, 2009",5.03,,,,
2015,"November 5, 2009",4.98,,,,
2016,"November 12, 2009",4.91,,,,
2017,"November 19, 2009",4.83,,,,
2018,"November 25, 2009",4.78,,,,
2019,"December 3, 2009",4.71,,,,
2020,"December 10, 2009",4.81,,,,
2021,"December 17, 2009",4.94,,,,
2022,"December 24, 2009",5.05,,,,
2023,"December 31, 2009",5.14,,,,
2024,"January 7, 2010",5.09,,,,
2025,"January 14, 2010",5.06,,,,
2026,"January 21, 2010",4.99,,,,
2027,"January 28, 2010",4.98,,,,
2028,"February 4, 2010",5.01,,,,
2029,"February 11, 2010",4.97,,,,
2030,"February 18, 2010",4.93,,,,
2031,"February 25, 2010",5.05,,,,
2032,"March 4, 2010",4.97,,,,
2033,"March 11, 2010",4.95,,,,
2034,"March 18, 2010",4.96,,,,
2035,"March 25, 2010",4.99,,,,
2036,"April 1, 2010",5.08,,,,
2037,"April 8, 2010",5.21,,,,
2038,"April 15, 2010",5.07,,,,
2039,"April 22, 2010",5.07,,,,
2040,"April 29, 2010",5.06,,,,
2041,"May 6, 2010",5,,,,
2042,"May 13, 2010",4.93,,,,
2043,"May 20, 2010",4.84,,,,
2044,"May 27, 2010",4.78,,,,
2045,"June 3, 2010",4.79,,,,
2046,"June 10, 2010",4.72,,,,
2047,"June 17, 2010",4.75,,,,
2048,"June 24, 2010",4.69,,,,
2049,"July 1, 2010",4.58,,,,
2050,"July 8, 2010",4.57,,,,
2051,"July 15, 2010",4.57,,,,
2052,"July 22, 2010",4.56,,,,
2053,"July 29, 2010",4.54,,,,
2054,"August 5, 2010",4.49,,,,
2055,"August 12, 2010",4.44,,,,
2056,"August 19, 2010",4.42,,,,
2057,"August 26, 2010",4.36,,,,
2058,"September 2, 2010",4.32,,,,
2059,"September 9, 2010",4.35,,,,
2060,"September 16, 2010",4.37,,,,
2061,"September 23, 2010",4.37,,,,
2062,"September 30, 2010",4.32,,,,
2063,"October 7, 2010",4.27,,,,
2064,"October 14, 2010",4.19,,,,
2065,"October 21, 2010",4.21,,,,
2066,"October 28, 2010",4.23,,,,
2067,"November 4, 2010",4.24,,,,
2068,"November 11, 2010",4.17,,,,
2069,"November 18, 2010",4.39,,,,
2070,"November 24, 2010",4.4,,,,
2071,"December 2, 2010",4.46,,,,
2072,"December 9, 2010",4.61,,,,
2073,"December 16, 2010",4.83,,,,
2074,"December 23, 2010",4.81,,,,
2075,"December 30, 2010",4.86,,,,
2076,"January 6, 2011",4.77,,,,
2077,"January 13, 2011",4.71,,,,
2078,"January 20, 2011",4.74,,,,
2079,"January 27, 2011",4.8,,,,
2080,"February 3, 2011",4.81,,,,
2081,"February 10, 2011",5.05,,,,
2082,"February 17, 2011",5,,,,
2083,"February 24, 2011",4.95,,,,
2084,"March 3, 2011",4.87,,,,
2085,"March 10, 2011",4.88,,,,
2086,"March 17, 2011",4.76,,,,
2087,"March 24, 2011",4.81,,,,
2088,"March 31, 2011",4.86,,,,
2089,"April 7, 2011",4.87,,,,
2090,"April 14, 2011",4.91,,,,
2091,"April 21, 2011",4.8,,,,
2092,"April 28, 2011",4.78,,,,
2093,"May 5, 2011",4.71,,,,
2094,"May 12, 2011",4.63,,,,
2095,"May 19, 2011",4.61,,,,
2096,"May 26, 2011",4.6,,,,
2097,"June 2, 2011",4.55,,,,
2098,"June 9, 2011",4.49,,,,
2099,"June 16, 2011",4.5,,,,
2100,"June 23, 2011",4.5,,,,
2101,"June 30, 2011",4.51,,,,
2102,"July 7, 2011",4.6,,,,
2103,"July 14, 2011",4.51,,,,
2104,"July 21, 2011",4.52,,,,
2105,"July 28, 2011",4.55,,,,
2106,"August 4, 2011",4.39,,,,
2107,"August 11, 2011",4.32,,,,
2108,"August 18, 2011",4.15,,,,
2109,"August 25, 2011",4.22,,,,
2110,"September 1, 2011",4.22,,,,
2111,"September 8, 2011",4.12,,,,
2112,"September 15, 2011",4.09,,,,
2113,"September 22, 2011",4.09,,,,
2114,"September 29, 2011",4.01,,,,
2115,"October 6, 2011",3.94,,,,
2116,"October 13, 2011",4.12,,,,
2117,"October 20, 2011",4.11,,,,
2118,"October 27, 2011",4.1,,,,
2119,"November 3, 2011",4,,,,
2120,"November 10, 2011",3.99,,,,
2121,"November 17, 2011",4,,,,
2122,"November 23, 2011",3.98,,,,
2123,"December 1, 2011",4,,,,
2124,"December 8, 2011",3.99,,,,
2125,"December 15, 2011",3.94,,,,
2126,"December 22, 2011",3.91,,,,
2127,"December 29, 2011",3.95,,,,
2128,"January 5, 2012",3.91,,,,
2129,"January 12, 2012",3.89,,,,
2130,"January 19, 2012",3.88,,,,
2131,"January 26, 2012",3.98,,,,
2132,"February 2, 2012",3.87,,,,
2133,"February 9, 2012",3.87,,,,
2134,"February 16, 2012",3.87,,,,
2135,"February 23, 2012",3.95,,,,
2136,"March 1, 2012",3.9,,,,
2137,"March 8, 2012",3.88,,,,
2138,"March 15, 2012",3.92,,,,
2139,"March 22, 2012",4.08,,,,
2140,"March 29, 2012",3.99,,,,
2141,"April 5, 2012",3.98,,,,
2142,"April 12, 2012",3.88,,,,
2143,"April 19, 2012",3.9,,,,
2144,"April 26, 2012",3.88,,,,
2145,"May 3, 2012",3.84,,,,
2146,"May 10, 2012",3.83,,,,
2147,"May 17, 2012",3.79,,,,
2148,"May 24, 2012",3.78,,,,
2149,"May 31, 2012",3.75,,,,
2150,"June 7, 2012",3.67,,,,
2151,"June 14, 2012",3.71,,,,
2152,"June 21, 2012",3.66,,,,
2153,"June 28, 2012",3.66,,,,
2154,"July 5, 2012",3.62,,,,
2155,"July 12, 2012",3.56,,,,
2156,"July 19, 2012",3.53,,,,
2157,"July 26, 2012",3.49,,,,
2158,"August 2, 2012",3.55,,,,
2159,"August 9, 2012",3.59,,,,
2160,"August 16, 2012",3.62,,,,
2161,"August 23, 2012",3.66,,,,
2162,"August 30, 2012",3.59,,,,
2163,"September 6, 2012",3.55,,,,
2164,"September 13, 2012",3.55,,,,
2165,"September 20, 2012",3.49,,,,
2166,"September 27, 2012",3.4,,,,
2167,"October 4, 2012",3.36,,,,
2168,"October 11, 2012",3.39,,,,
2169,"October 18, 2012",3.37,,,,
2170,"October 25, 2012",3.41,,,,
2171,"November 1, 2012",3.39,,,,
2172,"November 8, 2012",3.4,,,,
2173,"November 15, 2012",3.34,,,,
2174,"November 21, 2012",3.31,,,,
2175,"November 29, 2012",3.32,,,,
2176,"December 6, 2012",3.34,,,,
2177,"December 13, 2012",3.32,,,,
2178,"December 20, 2012",3.37,,,,
2179,"December 27, 2012",3.35,,,,
2180,"January 3, 2013",3.34,,,,
2181,"January 10, 2013",3.4,,,,
2182,"January 17, 2013",3.38,,,,
2183,"January 24, 2013",3.42,,,,
2184,"January 31, 2013",3.53,,,,
2185,"February 7, 2013",3.53,,,,
2186,"February 14, 2013",3.53,,,,
2187,"February 21, 2013",3.56,,,,
2188,"February 28, 2013",3.51,,,,
2189,"March 7, 2013",3.52,,,,
2190,"March 14, 2013",3.63,,,,
2191,"March 21, 2013",3.54,,,,
2192,"March 28, 2013",3.57,,,,
2193,"April 4, 2013",3.54,,,,
2194,"April 11, 2013",3.43,,,,
2195,"April 18, 2013",3.41,,,,
2196,"April 25, 2013",3.4,,,,
2197,"May 2, 2013",3.35,,,,
2198,"May 9, 2013",3.42,,,,
2199,"May 16, 2013",3.51,,,,
2200,"May 23, 2013",3.59,,,,
2201,"May 30, 2013",3.81,,,,
2202,"June 6, 2013",3.91,,,,
2203,"June 13, 2013",3.98,,,,
2204,"June 20, 2013",3.93,,,,
2205,"June 27, 2013",4.46,,,,
2206,"July 3, 2013",4.29,,,,
2207,"July 11, 2013",4.51,,,,
2208,"July 18, 2013",4.37,,,,
2209,"July 25, 2013",4.31,,,,
2210,"August 1, 2013",4.39,,,,
2211,"August 8, 2013",4.4,,,,
2212,"August 15, 2013",4.4,,,,
2213,"August 22, 2013",4.58,,,,
2214,"August 29, 2013",4.51,,,,
2215,"September 5, 2013",4.57,,,,
2216,"September 12, 2013",4.57,,,,
2217,"September 19, 2013",4.5,,,,
2218,"September 26, 2013",4.32,,,,
2219,"October 3, 2013",4.22,,,,
2220,"October 10, 2013",4.23,,,,
2221,"October 17, 2013",4.28,,,,
2222,"October 24, 2013",4.13,,,,
2223,"October 31, 2013",4.1,,,,
2224,"November 7, 2013",4.16,,,,
2225,"November 14, 2013",4.35,,,,
2226,"November 21, 2013",4.22,,,,
2227,"November 27, 2013",4.29,,,,
2228,"December 5, 2013",4.46,,,,
2229,"December 12, 2013",4.42,,,,
2230,"December 19, 2013",4.47,,,,
2231,"December 26, 2013",4.48,,,,
2232,"January 2, 2014",4.53,,,,
2233,"January 9, 2014",4.51,,,,
2234,"January 16, 2014",4.41,,,,
2235,"January 23, 2014",4.39,,,,
2236,"January 30, 2014",4.32,,,,
2237,"February 6, 2014",4.23,,,,
2238,"February 13, 2014",4.28,,,,
2239,"February 20, 2014",4.33,,,,
2240,"February 27, 2014",4.37,,,,
2241,"March 6, 2014",4.28,,,,
2242,"March 13, 2014",4.37,,,,
2243,"March 20, 2014",4.32,,,,
2244,"March 27, 2014",4.4,,,,
2245,"April 3, 2014",4.41,,,,
2246,"April 10, 2014",4.34,,,,
2247,"April 17, 2014",4.27,,,,
2248,"April 24, 2014",4.33,,,,
2249,"May 1, 2014",4.29,,,,
2250,"May 8, 2014",4.21,,,,
2251,"May 15, 2014",4.2,,,,
2252,"May 22, 2014",4.14,,,,
2253,"May 29, 2014",4.12,,,,
2254,"June 5, 2014",4.14,,,,
2255,"June 12, 2014",4.2,,,,
2256,"June 19, 2014",4.17,,,,
2257,"June 26, 2014",4.14,,,,
2258,"July 3, 2014",4.12,,,,
2259,"July 10, 2014",4.15,,,,
2260,"July 17, 2014",4.13,,,,
2261,"July 24, 2014",4.13,,,,
2262,"July 31, 2014",4.12,,,,
2263,"August 7, 2014",4.14,,,,
2264,"August 14, 2014",4.12,,,,
2265,"August 21, 2014",4.1,,,,
2266,"August 28, 2014",4.1,,,,
2267,"September 4, 2014",4.1,,,,
2268,"September 11, 2014",4.12,,,,
2269,"September 18, 2014",4.23,,,,
2270,"September 25, 2014",4.2,,,,
2271,"October 2, 2014",4.19,,,,
2272,"October 9, 2014",4.12,,,,
2273,"October 16, 2014",3.97,,,,
2274,"October 23, 2014",3.92,,,,
2275,"October 30, 2014",3.98,,,,
2276,"November 6, 2014",4.02,,,,
2277,"November 13, 2014",4.01,,,,
2278,"November 20, 2014",3.99,,,,
2279,"November 26, 2014",3.97,,,,
2280,"December 4, 2014",3.89,,,,
2281,"December 11, 2014",3.93,,,,
2282,"December 18, 2014",3.8,,,,
2283,"December 24, 2014",3.83,,,,
2284,"December 31, 2014",3.87,,,,
2285,"January 8, 2015",3.73,,,,
2286,"January 15, 2015",3.66,,,,
2287,"January 22, 2015",3.63,,,,
2288,"January 29, 2015",3.66,,,,
2289,"February 5, 2015",3.59,,,,
2290,"February 12, 2015",3.69,,,,
2291,"February 19, 2015",3.76,,,,
2292,"February 26, 2015",3.8,,,,
2293,"March 5, 2015",3.75,,,,
2294,"March 12, 2015",3.86,,,,
2295,"March 19, 2015",3.78,,,,
2296,"March 26, 2015",3.69,,,,
2297,"April 2, 2015",3.7,,,,
2298,"April 9, 2015",3.66,,,,
2299,"April 16, 2015",3.67,,,,
2300,"April 23, 2015",3.65,,,,
2301,"April 30, 2015",3.68,,,,
2302,"May 7, 2015",3.8,,,,
2303,"May 14, 2015",3.85,,,,
2304,"May 21, 2015",3.84,,,,
2305,"May 28, 2015",3.87,,,,
2306,"June 4, 2015",3.87,,,,
2307,"June 11, 2015",4.04,,,,
2308,"June 18, 2015",4,,,,
2309,"June 25, 2015",4.02,,,,
2310,"July 2, 2015",4.08,,,,
2311,"July 9, 2015",4.04,,,,
2312,"July 16, 2015",4.09,,,,
2313,"July 23, 2015",4.04,,,,
2314,"July 30, 2015",3.98,,,,
2315,"August 6, 2015",3.91,,,,
2316,"August 13, 2015",3.94,,,,
2317,"August 20, 2015",3.93,,,,
2318,"August 27, 2015",3.84,,,,
2319,"September 3, 2015",3.89,,,,
2320,"September 10, 2015",3.9,,,,
2321,"September 17, 2015",3.91,,,,
2322,"September 24, 2015",3.86,,,,
2323,"October 1, 2015",3.85,,,,
2324,"October 8, 2015",3.76,,,,
2325,"October 15, 2015",3.82,,,,
2326,"October 22, 2015",3.79,,,,
2327,"October 29, 2015",3.76,,,,
2328,"November 5, 2015",3.87,,,,
2329,"November 12, 2015",3.98,,,,
2330,"November 19, 2015",3.97,,,,
2331,"November 25, 2015",3.95,,,,
2332,"December 3, 2015",3.93,,,,
2333,"December 10, 2015",3.95,,,,
2334,"December 17, 2015",3.97,,,,
2335,"December 24, 2015",3.96,,,,
2336,"December 31, 2015",4.01,,,,
2337,"January 7, 2016",3.97,,,,
2338,"January 14, 2016",3.92,,,,
2339,"January 21, 2016",3.81,,,,
2340,"January 28, 2016",3.79,,,,
2341,"February 4, 2016",3.72,,,,
2342,"February 11, 2016",3.65,,,,
2343,"February 18, 2016",3.65,,,,
2344,"February 25, 2016",3.62,,,,
2345,"March 3, 2016",3.64,,,,
2346,"March 10, 2016",3.68,,,,
2347,"March 17, 2016",3.73,,,,
2348,"March 24, 2016",3.71,,,,
2349,"March 31, 2016",3.71,,,,
2350,"April 7, 2016",3.59,,,,
2351,"April 14, 2016",3.58,,,,
2352,"April 21, 2016",3.59,,,,
2353,"April 28, 2016",3.66,,,,
2354,"May 5, 2016",3.61,,,,
2355,"May 12, 2016",3.57,,,,
2356,"May 19, 2016",3.58,,,,
2357,"May 26, 2016",3.64,,,,
2358,"June 2, 2016",3.66,,,,
2359,"June 9, 2016",3.6,,,,
2360,"June 16, 2016",3.54,,,,
2361,"June 23, 2016",3.56,,,,
2362,"June 30, 2016",3.48,,,,
2363,"July 7, 2016",3.41,,,,
2364,"July 14, 2016",3.42,,,,
2365,"July 21, 2016",3.45,,,,
2366,"July 28, 2016",3.48,,,,
2367,"August 4, 2016",3.43,,,,
2368,"August 11, 2016",3.45,,,,
2369,"August 18, 2016",3.43,,,,
2370,"August 25, 2016",3.43,,,,
2371,"September 1, 2016",3.46,,,,
2372,"September 8, 2016",3.44,,,,
2373,"September 15, 2016",3.5,,,,
2374,"September 22, 2016",3.48,,,,
2375,"September 29, 2016",3.42,,,,
2376,"October 6, 2016",3.42,,,,
2377,"October 13, 2016",3.47,,,,
2378,"October 20, 2016",3.52,,,,
2379,"October 27, 2016",3.47,,,,
2380,"November 3, 2016",3.54,,,,
2381,"November 10, 2016",3.57,,,,
2382,"November 17, 2016",3.94,,,,
2383,"November 23, 2016",4.03,,,,
2384,"December 1, 2016",4.08,,,,
2385,"December 8, 2016",4.13,,,,
2386,"December 15, 2016",4.16,,,,
2387,"December 22, 2016",4.3,,,,
2388,"December 29, 2016",4.32,,,,
2389,"January 5, 2017",4.2,,,,
2390,"January 12, 2017",4.12,,,,
2391,"January 19, 2017",4.09,,,,
2392,"January 26, 2017",4.19,,,,
2393,"February 2, 2017",4.19,,,,
2394,"February 9, 2017",4.17,,,,
2395,"February 16, 2017",4.15,,,,
2396,"February 23, 2017",4.16,,,,
2397,"March 2, 2017",4.1,,,,
2398,"March 9, 2017",4.21,,,,
2399,"March 16, 2017",4.3,,,,
2400,"March 23, 2017",4.23,,,,
2401,"March 30, 2017",4.14,,,,
2402,"April 6, 2017",4.1,,,,
2403,"April 13, 2017",4.08,,,,
2404,"April 20, 2017",3.97,,,,
2405,"April 27, 2017",4.03,,,,
2406,"May 4, 2017",4.02,,,,
2407,"May 11, 2017",4.05,,,,
2408,"May 18, 2017",4.02,,,,
2409,"May 25, 2017",3.95,,,,
2410,"June 1, 2017",3.94,,,,
2411,"June 8, 2017",3.89,,,,
2412,"June 15, 2017",3.91,,,,
2413,"June 22, 2017",3.9,,,,
2414,"June 29, 2017",3.88,,,,
2415,"July 6, 2017",3.96,,,,
2416,"July 13, 2017",4.03,,,,
2417,"July 20, 2017",3.96,,,,
2418,"July 27, 2017",3.92,,,,
2419,"August 3, 2017",3.93,,,,
2420,"August 10, 2017",3.9,,,,
2421,"August 17, 2017",3.89,,,,
2422,"August 24, 2017",3.86,,,,
2423,"August 31, 2017",3.82,,,,
2424,"September 7, 2017",3.78,,,,
2425,"September 14, 2017",3.78,,,,
2426,"September 21, 2017",3.83,,,,
2427,"September 28, 2017",3.83,,,,
2428,"October 5, 2017",3.85,,,,
2429,"October 12, 2017",3.91,,,,
2430,"October 19, 2017",3.88,,,,
2431,"October 26, 2017",3.94,,,,
2432,"November 2, 2017",3.94,,,,
2433,"November 9, 2017",3.9,,,,
2434,"November 16, 2017",3.95,,,,
2435,"November 22, 2017",3.92,,,,
2436,"November 30, 2017",3.9,,,,
2437,"December 7, 2017",3.94,,,,
2438,"December 14, 2017",3.93,,,,
2439,"December 21, 2017",3.94,,,,
2440,"December 28, 2017",3.99,,,,
2441,"January 4, 2018",3.95,,,,
2442,"January 11, 2018",3.99,,,,
2443,"January 18, 2018",4.04,,,,
2444,"January 25, 2018",4.15,,,,
2445,"February 1, 2018",4.22,,,,
2446,"February 8, 2018",4.32,,,,
2447,"February 15, 2018",4.38,,,,
2448,"February 22, 2018",4.4,,,,
2449,"March 1, 2018",4.43,,,,
2450,"March 8, 2018",4.46,,,,
2451,"March 15, 2018",4.44,,,,
2452,"March 22, 2018",4.45,,,,
2453,"March 29, 2018",4.44,,,,
2454,"April 5, 2018",4.4,,,,
2455,"April 12, 2018",4.42,,,,
2456,"April 19, 2018",4.47,,,,
2457,"April 26, 2018",4.58,,,,
2458,"May 3, 2018",4.55,,,,
2459,"May 10, 2018",4.55,,,,
2460,"May 17, 2018",4.61,,,,
2461,"May 24, 2018",4.66,,,,
2462,"May 31, 2018",4.56,,,,
2463,"June 7, 2018",4.54,,,,
2464,"June 14, 2018",4.62,,,,
2465,"June 21, 2018",4.57,,,,
2466,"June 28, 2018",4.55,,,,
2467,"July 5, 2018",4.52,,,,
2468,"July 12, 2018",4.53,,,,
2469,"July 19, 2018",4.52,,,,
2470,"July 26, 2018",4.54,,,,
2471,"August 2, 2018",4.6,,,,
2472,"August 9, 2018",4.59,,,,
2473,"August 16, 2018",4.53,,,,
2474,"August 23, 2018",4.51,,,,
2475,"August 30, 2018",4.52,,,,
2476,"September 6, 2018",4.54,,,,
2477,"September 13, 2018",4.6,,,,
2478,"September 20, 2018",4.65,,,,
2479,"September 27, 2018",4.72,,,,
2480,"October 4, 2018",4.71,,,,
2481,"October 11, 2018",4.9,,,,
2482,"October 18, 2018",4.85,,,,
2483,"October 25, 2018",4.86,,,,
2484,"November 1, 2018",4.83,,,,
2485,"November 8, 2018",4.94,,,,
2486,"November 15, 2018",4.94,,,,
2487,"November 21, 2018",4.81,,,,
2488,"November 29, 2018",4.81,,,,
2489,"December 6, 2018",4.75,,,,
2490,"December 13, 2018",4.63,,,,
2491,"December 20, 2018",4.62,,,,
2492,"December 27, 2018",4.55,,,,
2493,"January 3, 2019",4.51,,,,
2494,"January 10, 2019",4.45,,,,
2495,"January 17, 2019",4.45,,,,
2496,"January 24, 2019",4.45,,,,
2497,"January 31, 2019",4.46,,,,
2498,"February 7, 2019",4.41,,,,
2499,"February 14, 2019",4.37,,,,
2500,"February 21, 2019",4.35,,,,
2501,"February 28, 2019",4.35,,,,
2502,"March 7, 2019",4.41,,,,
2503,"March 14, 2019",4.31,,,,
2504,"March 21, 2019",4.28,,,,
2505,"March 28, 2019",4.06,,,,
2506,"April 4, 2019",4.08,,,,
2507,"April 11, 2019",4.12,,,,
2508,"April 18, 2019",4.17,,,,
2509,"April 25, 2019",4.2,,,,
2510,"May 2, 2019",4.14,,,,
2511,"May 9, 2019",4.1,,,,
2512,"May 16, 2019",4.07,,,,
2513,"May 23, 2019",4.06,,,,
2514,"May 30, 2019",3.99,,,,
2515,"June 6, 2019",3.82,,,,
2516,"June 13, 2019",3.82,,,,
2517,"June 20, 2019",3.84,,,,
2518,"June 27, 2019",3.73,,,,
2519,"July 3, 2019",3.75,,,,
2520,"July 11, 2019",3.75,,,,
2521,"July 18, 2019",3.81,,,,
2522,"July 25, 2019",3.75,,,,
2523,"August 1, 2019",3.75,,,,
2524,"August 8, 2019",3.6,,,,
2525,"August 15, 2019",3.6,,,,
2526,"August 22, 2019",3.55,,,,
2527,"August 29, 2019",3.58,,,,
2528,"September 5, 2019",3.49,,,,
2529,"September 12, 2019",3.56,,,,
2530,"September 19, 2019",3.73,,,,
2531,"September 26, 2019",3.64,,,,
2532,"October 3, 2019",3.65,,,,
2533,"October 10, 2019",3.57,,,,
2534,"October 17, 2019",3.69,,,,
2535,"October 24, 2019",3.75,,,,
2536,"October 31, 2019",3.78,,,,
2537,"November 7, 2019",3.69,,,,
2538,"November 14, 2019",3.75,,,,
2539,"November 21, 2019",3.66,,,,
2540,"November 27, 2019",3.68,,,,
2541,"December 5, 2019",3.68,,,,
2542,"December 12, 2019",3.73,,,,
2543,"December 19, 2019",3.73,,,,
2544,"December 26, 2019",3.74,,,,
2545,"January 2, 2020",3.72,,,,
2546,"January 9, 2020",3.64,,,,
2547,"January 16, 2020",3.65,,,,
2548,"January 23, 2020",3.6,,,,
2549,"January 30, 2020",3.51,,,,
2550,"February 6, 2020",3.45,,,,
2551,"February 13, 2020",3.47,,,,
2552,"February 20, 2020",3.49,,,,
2553,"February 27, 2020",3.45,,,,
2554,"March 5, 2020",3.29,,,,
2555,"March 12, 2020",3.36,,,,
2556,"March 19, 2020",3.65,,,,
2557,"March 26, 2020",3.5,,,,
2558,"April 2, 2020",3.33,,,,
2559,"April 9, 2020",3.33,,,,
2560,"April 16, 2020",3.31,,,,
2561,"April 23, 2020",3.33,,,,
2562,"April 30, 2020",3.23,,,,
2563,"May 7, 2020",3.26,,,,
2564,"May 14, 2020",3.28,,,,
2565,"May 21, 2020",3.24,,,,
2566,"May 28, 2020",3.15,,,,
2567,"June 4, 2020",3.18,,,,
2568,"June 11, 2020",3.21,,,,
2569,"June 18, 2020",3.13,,,,
2570,"June 25, 2020",3.13,,,,
2571,"July 2, 2020",3.07,,,,
2572,"July 9, 2020",3.03,,,,
2573,"July 16, 2020",2.98,,,,
2574,"July 23, 2020",3.01,,,,
2575,"July 30, 2020",2.99,,,,
2576,"August 6, 2020",2.88,,,,
2577,"August 13, 2020",2.96,,,,
2578,"August 20, 2020",2.99,,,,
2579,"August 27, 2020",2.91,,,,
2580,"September 3, 2020",2.93,,,,
2581,"September 10, 2020",2.86,,,,
2582,"September 17, 2020",2.87,,,,
2583,"September 24, 2020",2.9,,,,
2584,"October 1, 2020",2.88,,,,
2585,"October 8, 2020",2.87,,,,
2586,"October 15, 2020",2.81,,,,
2587,"October 22, 2020",2.8,,,,
2588,"October 29, 2020",2.81,,,,
2589,"November 5, 2020",2.78,,,,
2590,"November 12, 2020",2.84,,,,
2591,"November 19, 2020",2.72,,,,
2592,"November 25, 2020",2.72,,,,
2593,"December 3, 2020",2.71,,,,
2594,"December 10, 2020",2.71,,,,
2595,"December 17, 2020",2.67,,,,
2596,"December 24, 2020",2.66,,,,
2597,"December 31, 2020",2.67,,,,
2598,"January 7, 2021",2.65,,,,
2599,"January 14, 2021",2.79,,,,
2600,"January 21, 2021",2.77,,,,
2601,"January 28, 2021",2.73,,,,
2602,"February 4, 2021",2.73,,,,
2603,"February 11, 2021",2.73,,,,
2604,"February 18, 2021",2.81,,,,
2605,"February 25, 2021",2.97,,,,
2606,"March 4, 2021",3.02,,,,
2607,"March 11, 2021",3.05,,,,
2608,"March 18, 2021",3.09,,,,
2609,"March 25, 2021",3.17,,,,
2610,"April 1, 2021",3.18,,,,
2611,"April 8, 2021",3.13,,,,
2612,"April 15, 2021",3.04,,,,
2613,"April 22, 2021",2.97,,,,
2614,"April 29, 2021",2.98,,,,
2615,"May 6, 2021",2.96,,,,
2616,"May 13, 2021",2.94,,,,
2617,"May 20, 2021",3,,,,
2618,"May 27, 2021",2.95,,,,
2619,"June 3, 2021",2.99,,,,
2620,"June 10, 2021",2.96,,,,
2621,"June 17, 2021",2.93,,,,
2622,"June 24, 2021",3.02,,,,
2623,"July 1, 2021",2.98,,,,
2624,"July 8, 2021",2.9,,,,
2625,"July 15, 2021",2.88,,,,
2626,"July 22, 2021",2.78,,,,
2627,"July 29, 2021",2.8,,,,
2628,"August 5, 2021",2.77,,,,
2629,"August 12, 2021",2.87,,,,
2630,"August 19, 2021",2.86,,,,
2631,"August 26, 2021",2.87,,,,
2632,"September 2, 2021",2.87,,,,
2633,"September 9, 2021",2.88,,,,
2634,"September 16, 2021",2.86,,,,
2635,"September 23, 2021",2.88,,,,
2636,"September 30, 2021",3.01,,,,
2637,"October 7, 2021",2.99,,,,
2638,"October 14, 2021",3.05,,,,
2639,"October 21, 2021",3.09,,,,
2640,"October 28, 2021",3.14,,,,
2641,"November 4, 2021",3.09,,,,
2642,"November 10, 2021",2.98,,,,
2643,"November 18, 2021",3.1,,,,
2644,"November 24, 2021",3.1,,,,
2645,"December 2, 2021",3.11,,,,
2646,"December 9, 2021",3.1,,,,
2647,"December 16, 2021",3.12,,,,
2648,"December 23, 2021",3.05,,,,
2649,"December 30, 2021",3.11,,,,
2650,"January 6, 2022",3.22,,,,
2651,"January 13, 2022",3.45,,,,
2652,"January 20, 2022",3.56,,,,
2653,"January 27, 2022",3.55,,,,
2654,"February 3, 2022",3.55,,,,
2655,"February 10, 2022",3.69,,,,
2656,"February 17, 2022",3.92,,,,
2657,"February 24, 2022",3.89,,,,
2658,"March 3, 2022",3.76,,,,
2659,"March 10, 2022",3.85,,,,
2660,"March 17, 2022",4.16,,,,
2661,"March 24, 2022",4.42,,,,
2662,"March 31, 2022",4.67,,,,
2663,"April 7, 2022",4.72,,,,
2664,"April 14, 2022",5,,,,
